datetime,x,y,N2O_ppb,comment,hour,transect
2019-03-29 10:56:29.500000+00:00,6.303725,53.276325,,,11,1
2019-03-29 10:56:30+00:00,6.30372665,53.276325,0.5190000000000055,,11,1
2019-03-29 10:56:30.500000+00:00,6.3037283,53.276465,0.6769999999999641,,11,1
2019-03-29 10:56:31+00:00,6.3037333,53.276465,0.5709999999999695,,11,1
2019-03-29 10:56:31.500000+00:00,6.3037383,53.2766117,0.5690000000000168,,11,1
2019-03-29 10:56:32+00:00,6.30374915,53.2766117,0.4359999999999786,,11,1
2019-03-29 10:56:32.500000+00:00,6.30376,53.2767633,0.17500000000001137,,11,1
2019-03-29 10:56:33+00:00,6.303775,53.2767633,0.29899999999997817,,11,1
2019-03-29 10:56:33.500000+00:00,6.30379,53.2769167,0.26200000000000045,,11,1
2019-03-29 10:56:34+00:00,6.3038217,53.27707,0.26799999999997226,,11,1
2019-03-29 10:56:35+00:00,6.3038427666666665,53.27707,0.2950000000000159,,11,1
2019-03-29 10:56:35.500000+00:00,6.3038533,53.27722,0.36700000000001864,,11,1
2019-03-29 10:56:36+00:00,6.3038682999999995,53.27722,0.4089999999999918,,11,1
2019-03-29 10:56:36.500000+00:00,6.3038833,53.27737,0.33299999999997,,11,1
2019-03-29 10:56:37+00:00,6.3038983,53.27737,0.3310000000000173,,11,1
2019-03-29 10:56:37.500000+00:00,6.3039133,53.2775217,0.3190000000000168,,11,1
2019-03-29 10:56:38+00:00,6.3039275,53.2775217,0.34600000000000364,,11,1
2019-03-29 10:56:38.500000+00:00,6.3039417,53.27768,0.40999999999996817,,11,1
2019-03-29 10:56:39+00:00,6.3039567000000005,53.27768,0.32499999999998863,,11,1
2019-03-29 10:56:39.500000+00:00,6.3039717,53.2778417,0.3720000000000141,,11,1
2019-03-29 10:56:40+00:00,6.3039842,53.2778417,0.4269999999999641,,11,1
2019-03-29 10:56:40.500000+00:00,6.3039967,53.2780067,0.4339999999999691,,11,1
2019-03-29 10:56:41+00:00,6.304009199999999,53.2780067,0.4399999999999977,,11,1
2019-03-29 10:56:41.500000+00:00,6.3040217,53.2781733,0.3550000000000182,,11,1
2019-03-29 10:56:42+00:00,6.3040342,53.2781733,0.36700000000001864,,11,1
2019-03-29 10:56:42.500000+00:00,6.3040467,53.2783433,0.37700000000000955,,11,1
2019-03-29 10:56:43+00:00,6.30406,53.2783433,0.5149999999999864,,11,1
2019-03-29 10:56:43.500000+00:00,6.3040733,53.278515,0.4159999999999968,,11,1
2019-03-29 10:56:44+00:00,6.304085799999999,53.278515,0.4730000000000132,,11,1
2019-03-29 10:56:44.500000+00:00,6.3040983,53.2786867,0.45699999999999363,,11,1
2019-03-29 10:56:45+00:00,6.30410915,53.2786867,0.4889999999999759,,11,1
2019-03-29 10:56:45.500000+00:00,6.30412,53.2788633,0.30299999999999727,,11,1
2019-03-29 10:56:46+00:00,6.304125,53.2788633,0.39299999999997226,,11,1
2019-03-29 10:56:46.500000+00:00,6.30413,53.27904,0.4289999999999736,,11,1
2019-03-29 10:56:47+00:00,6.3041275,53.27904,0.5469999999999686,,11,1
2019-03-29 10:56:47.500000+00:00,6.304125,53.27922,0.5469999999999686,,11,1
2019-03-29 10:56:48+00:00,6.3041175,53.27922,0.6759999999999877,,11,1
2019-03-29 10:56:48.500000+00:00,6.30411,53.2794017,0.6759999999999877,,11,1
2019-03-29 10:56:49+00:00,6.304100849999999,53.2794017,0.6359999999999673,,11,1
2019-03-29 10:56:49.500000+00:00,6.3040917,53.279585,0.6469999999999914,,11,1
2019-03-29 10:56:50+00:00,6.30408085,53.279585,0.6329999999999814,,11,1
2019-03-29 10:56:50.500000+00:00,6.30407,53.2797667,0.5459999999999923,12,11,1
2019-03-29 10:56:51+00:00,6.304057500000001,53.2797667,0.47399999999998954,12,11,1
2019-03-29 10:56:51.500000+00:00,6.304045,53.2799433,0.5040000000000191,12,11,1
2019-03-29 10:56:52+00:00,6.304037500000001,53.2799433,0.37299999999999045,12,11,1
2019-03-29 10:56:52.500000+00:00,6.30403,53.2801183,0.37299999999999045,12,11,1
2019-03-29 10:56:53+00:00,6.304031650000001,53.2801183,0.4989999999999668,12,11,1
2019-03-29 10:56:53.500000+00:00,6.3040333,53.2802883,0.3790000000000191,12,11,1
2019-03-29 10:56:54+00:00,6.304045800000001,53.2802883,0.27600000000001046,12,11,1
2019-03-29 10:56:54.500000+00:00,6.3040583,53.2804567,0.22800000000000864,12,11,1
2019-03-29 10:56:55+00:00,6.3040808,53.2804567,0.35199999999997544,12,11,1
2019-03-29 10:56:55.500000+00:00,6.3041033,53.28062,0.21800000000001774,12,11,1
2019-03-29 10:56:56+00:00,6.30413665,53.28062,0.2939999999999827,12,11,1
2019-03-29 10:56:56.500000+00:00,6.30417,53.280775,0.2939999999999827,12,11,1
2019-03-29 10:56:57+00:00,6.30421415,53.280775,0.17199999999996862,12,11,1
2019-03-29 10:56:57.500000+00:00,6.3042583,53.2809217,0.2740000000000009,12,11,1
2019-03-29 10:56:58+00:00,6.30430665,53.2809217,0.24399999999997135,12,11,1
2019-03-29 10:56:58.500000+00:00,6.304355,53.2810567,0.24399999999997135,12,11,1
2019-03-29 10:56:59+00:00,6.30440335,53.2810567,0.2400000000000091,12,11,1
2019-03-29 10:56:59.500000+00:00,6.3044517,53.2811833,0.1419999999999959,12,11,1
2019-03-29 10:57:00+00:00,6.3044967,53.2811833,0.19299999999998363,12,11,1
2019-03-29 10:57:00.500000+00:00,6.3045417,53.2813083,0.21600000000000819,12,11,1
2019-03-29 10:57:01+00:00,6.30458,53.2813083,0.3159999999999741,12,11,1
2019-03-29 10:57:01.500000+00:00,6.3046183,53.2814333,0.38700000000000045,12,11,1
